"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2011","Luxembourg","Females","From 60 to 64 years","Number","12,828",""
"2011","Luxembourg","Females","From 65 to 69 years","Number","10,109",""
"2011","Luxembourg","Females","From 70 to 74 years","Number","9,497",""
"2011","Luxembourg","Females","From 75 to 79 years","Number","8,352",""
"2011","Luxembourg","Females","75 years or over","Number","21,198",""
"2011","Luxembourg","Females","From 80 to 84 years","Number","7,037",""
"2011","Luxembourg","Females","80 years or over","Number","12,846",""
"2011","Hungary","Total","From 20 to 24 years","Number","642,678",""
"2011","Hungary","Total","From 25 to 29 years","Number","684,981",""
"2011","Hungary","Total","From 30 to 34 years","Number","821,901",""
"2011","Hungary","Total","From 35 to 39 years","Number","789,082",""
"2011","Hungary","Total","From 40 to 44 years","Number","697,787",""
"2011","Hungary","Total","From 45 to 49 years","Number","593,811",""
"2011","Hungary","Total","From 50 to 54 years","Number","670,216",""
"2011","Hungary","Total","From 55 to 59 years","Number","751,031",""
"2011","Hungary","Total","From 60 to 64 years","Number","616,889",""
"2011","Hungary","Total","From 65 to 69 years","Number","513,370",""
"2011","Hungary","Total","From 70 to 74 years","Number","417,170",""
"2011","Hungary","Total","From 75 to 79 years","Number","334,896",""
"2011","Hungary","Total","75 years or over","Number","740,595",""
"2011","Hungary","Total","From 80 to 84 years","Number","235,940",""
"2011","Hungary","Total","80 years or over","Number","405,699",""
"2011","Hungary","Males","From 20 to 24 years","Number","328,303",""
"2011","Hungary","Males","From 25 to 29 years","Number","349,125",""
"2011","Hungary","Males","From 30 to 34 years","Number","420,282",""
"2011","Hungary","Males","From 35 to 39 years","Number","401,008",""
"2011","Hungary","Males","From 40 to 44 years","Number","351,729",""
"2011","Hungary","Males","From 45 to 49 years","Number","292,449",""
"2011","Hungary","Males","From 50 to 54 years","Number","319,167",""
"2011","Hungary","Males","From 55 to 59 years","Number","346,665",""
"2011","Hungary","Males","From 60 to 64 years","Number","274,688",""
"2011","Hungary","Males","From 65 to 69 years","Number","214,532",""
"2011","Hungary","Males","From 70 to 74 years","Number","157,773",""
"2011","Hungary","Males","From 75 to 79 years","Number","117,560",""
"2011","Hungary","Males","75 years or over","Number","239,161",""
"2011","Hungary","Males","From 80 to 84 years","Number","74,471",""
"2011","Hungary","Males","80 years or over","Number","121,601",""
"2011","Hungary","Females","From 20 to 24 years","Number","314,375",""
"2011","Hungary","Females","From 25 to 29 years","Number","335,856",""
"2011","Hungary","Females","From 30 to 34 years","Number","401,619",""
"2011","Hungary","Females","From 35 to 39 years","Number","388,074",""
"2011","Hungary","Females","From 40 to 44 years","Number","346,058",""
"2011","Hungary","Females","From 45 to 49 years","Number","301,362",""
"2011","Hungary","Females","From 50 to 54 years","Number","351,049",""
"2011","Hungary","Females","From 55 to 59 years","Number","404,366",""
"2011","Hungary","Females","From 60 to 64 years","Number","342,201",""
"2011","Hungary","Females","From 65 to 69 years","Number","298,838",""
"2011","Hungary","Females","From 70 to 74 years","Number","259,397",""
"2011","Hungary","Females","From 75 to 79 years","Number","217,336",""
"2011","Hungary","Females","75 years or over","Number","501,434",""
"2011","Hungary","Females","From 80 to 84 years","Number","161,469",""
"2011","Hungary","Females","80 years or over","Number","284,098",""
"2011","Malta","Total","From 20 to 24 years","Number","29,325",""
"2011","Malta","Total","From 25 to 29 years","Number","30,285",""
"2011","Malta","Total","From 30 to 34 years","Number","30,176",""
"2011","Malta","Total","From 35 to 39 years","Number","27,967",""
"2011","Malta","Total","From 40 to 44 years","Number","24,843",""
"2011","Malta","Total","From 45 to 49 years","Number","27,861",""
"2011","Malta","Total","From 50 to 54 years","Number","30,691",""
"2011","Malta","Total","From 55 to 59 years","Number","28,835",""
"2011","Malta","Total","From 60 to 64 years","Number","30,797",""
"2011","Malta","Total","From 65 to 69 years","Number","21,287",""
"2011","Malta","Total","From 70 to 74 years","Number","16,612",""
"2011","Malta","Total","From 75 to 79 years","Number","12,835",""
"2011","Malta","Total","75 years or over","Number","27,255",""
"2011","Malta","Total","From 80 to 84 years","Number","8,212",""
"2011","Malta","Total","80 years or over","Number","14,420",""
"2011","Malta","Males","From 20 to 24 years","Number","15,122",""
"2011","Malta","Males","From 25 to 29 years","Number","15,600",""
"2011","Malta","Males","From 30 to 34 years","Number","15,622",""
"2011","Malta","Males","From 35 to 39 years","Number","14,360",""
"2011","Malta","Males","From 40 to 44 years","Number","12,634",""
"2011","Malta","Males","From 45 to 49 years","Number","14,107",""
"2011","Malta","Males","From 50 to 54 years","Number","15,293",""
"2011","Malta","Males","From 55 to 59 years","Number","14,407",""
"2011","Malta","Males","From 60 to 64 years","Number","15,211",""
"2011","Malta","Males","From 65 to 69 years","Number","10,198",""
"2011","Malta","Males","From 70 to 74 years","Number","7,600",""
"2011","Malta","Males","From 75 to 79 years","Number","5,244",""
"2011","Malta","Males","75 years or over","Number","10,455",""
"2011","Malta","Males","From 80 to 84 years","Number","3,123",""
"2011","Malta","Males","80 years or over","Number","5,211",""
"2011","Malta","Females","From 20 to 24 years","Number","14,203",""
"2011","Malta","Females","From 25 to 29 years","Number","14,685",""
"2011","Malta","Females","From 30 to 34 years","Number","14,554",""
"2011","Malta","Females","From 35 to 39 years","Number","13,607",""
"2011","Malta","Females","From 40 to 44 years","Number","12,209",""
"2011","Malta","Females","From 45 to 49 years","Number","13,754",""
"2011","Malta","Females","From 50 to 54 years","Number","15,398",""
"2011","Malta","Females","From 55 to 59 years","Number","14,428",""
"2011","Malta","Females","From 60 to 64 years","Number","15,586",""
"2011","Malta","Females","From 65 to 69 years","Number","11,089",""
"2011","Malta","Females","From 70 to 74 years","Number","9,012",""
"2011","Malta","Females","From 75 to 79 years","Number","7,591",""
"2011","Malta","Females","75 years or over","Number","16,800",""
"2011","Malta","Females","From 80 to 84 years","Number","5,089",""
"2011","Malta","Females","80 years or over","Number","9,209",""
"2011","Netherlands","Total","From 20 to 24 years","Number","1,034,729",""
"2011","Netherlands","Total","From 25 to 29 years","Number","1,001,538",""
"2011","Netherlands","Total","From 30 to 34 years","Number","1,004,764",""
"2011","Netherlands","Total","From 35 to 39 years","Number","1,121,568",""
"2011","Netherlands","Total","From 40 to 44 years","Number","1,295,925",""
"2011","Netherlands","Total","From 45 to 49 years","Number","1,298,292",""
"2011","Netherlands","Total","From 50 to 54 years","Number","1,196,319",""
"2011","Netherlands","Total","From 55 to 59 years","Number","1,090,247",""
"2011","Netherlands","Total","From 60 to 64 years","Number","1,103,652",""
"2011","Netherlands","Total","From 65 to 69 years","Number","790,560",""
"2011","Netherlands","Total","From 70 to 74 years","Number","637,518",""
"2011","Netherlands","Total","From 75 to 79 years","Number","499,321",""
"2011","Netherlands","Total","75 years or over","Number","1,166,868",""
"2011","Netherlands","Total","From 80 to 84 years","Number","360,828",""
"2011","Netherlands","Total","80 years or over","Number","667,547",""
"2011","Netherlands","Males","From 20 to 24 years","Number","522,667",""
"2011","Netherlands","Males","From 25 to 29 years","Number","504,117",""
"2011","Netherlands","Males","From 30 to 34 years","Number","503,323",""
"2011","Netherlands","Males","From 35 to 39 years","Number","560,289",""
"2011","Netherlands","Males","From 40 to 44 years","Number","653,664",""
"2011","Netherlands","Males","From 45 to 49 years","Number","655,302",""
"2011","Netherlands","Males","From 50 to 54 years","Number","601,040",""
"2011","Netherlands","Males","From 55 to 59 years","Number","546,952",""
"2011","Netherlands","Males","From 60 to 64 years","Number","553,446",""
"2011","Netherlands","Males","From 65 to 69 years","Number","390,725",""
"2011","Netherlands","Males","From 70 to 74 years","Number","302,542",""
"2011","Netherlands","Males","From 75 to 79 years","Number","219,108",""
"2011","Netherlands","Males","75 years or over","Number","447,421",""
"2011","Netherlands","Males","From 80 to 84 years","Number","139,348",""
"2011","Netherlands","Males","80 years or over","Number","228,313",""
"2011","Netherlands","Females","From 20 to 24 years","Number","512,062",""
"2011","Netherlands","Females","From 25 to 29 years","Number","497,421",""
"2011","Netherlands","Females","From 30 to 34 years","Number","501,441",""
"2011","Netherlands","Females","From 35 to 39 years","Number","561,279",""
"2011","Netherlands","Females","From 40 to 44 years","Number","642,261",""
"2011","Netherlands","Females","From 45 to 49 years","Number","642,990",""
"2011","Netherlands","Females","From 50 to 54 years","Number","595,279",""
"2011","Netherlands","Females","From 55 to 59 years","Number","543,295",""
"2011","Netherlands","Females","From 60 to 64 years","Number","550,206",""
"2011","Netherlands","Females","From 65 to 69 years","Number","399,835",""
"2011","Netherlands","Females","From 70 to 74 years","Number","334,976",""
"2011","Netherlands","Females","From 75 to 79 years","Number","280,213",""
"2011","Netherlands","Females","75 years or over","Number","719,447",""
"2011","Netherlands","Females","From 80 to 84 years","Number","221,480",""
"2011","Netherlands","Females","80 years or over","Number","439,234",""
"2011","Austria","Total","From 20 to 24 years","Number","523,217",""
"2011","Austria","Total","From 25 to 29 years","Number","555,080",""
"2011","Austria","Total","From 30 to 34 years","Number","529,870",""
"2011","Austria","Total","From 35 to 39 years","Number","580,724",""
"2011","Austria","Total","From 40 to 44 years","Number","688,686",""
"2011","Austria","Total","From 45 to 49 years","Number","705,726",""
"2011","Austria","Total","From 50 to 54 years","Number","611,511",""
"2011","Austria","Total","From 55 to 59 years","Number","500,445",""
"2011","Austria","Total","From 60 to 64 years","Number","472,872",""
"2011","Austria","Total","From 65 to 69 years","Number","421,955",""
"2011","Austria","Total","From 70 to 74 years","Number","382,379",""
"2011","Austria","Total","From 75 to 79 years","Number","264,395",""
"2011","Austria","Total","75 years or over","Number","673,265",""
"2011","Austria","Total","From 80 to 84 years","Number","217,751",""
"2011","Austria","Total","80 years or over","Number","408,870",""
"2011","Austria","Males","From 20 to 24 years","Number","264,534",""
"2011","Austria","Males","From 25 to 29 years","Number","278,116",""
"2011","Austria","Males","From 30 to 34 years","Number","266,217",""
"2011","Austria","Males","From 35 to 39 years","Number","287,970",""
"2011","Austria","Males","From 40 to 44 years","Number","346,457",""
"2011","Austria","Males","From 45 to 49 years","Number","356,126",""
"2011","Austria","Males","From 50 to 54 years","Number","304,807",""
"2011","Austria","Males","From 55 to 59 years","Number","244,735",""
"2011","Austria","Males","From 60 to 64 years","Number","228,388",""
"2011","Austria","Males","From 65 to 69 years","Number","197,813",""
"2011","Austria","Males","From 70 to 74 years","Number","174,837",""
"2011","Austria","Males","From 75 to 79 years","Number","111,219",""
"2011","Austria","Males","75 years or over","Number","242,535",""
"2011","Austria","Males","From 80 to 84 years","Number","81,388",""
"2011","Austria","Males","80 years or over","Number","131,316",""
"2011","Austria","Females","From 20 to 24 years","Number","258,683",""
"2011","Austria","Females","From 25 to 29 years","Number","276,964",""
"2011","Austria","Females","From 30 to 34 years","Number","263,653",""
"2011","Austria","Females","From 35 to 39 years","Number","292,754",""
"2011","Austria","Females","From 40 to 44 years","Number","342,229",""
"2011","Austria","Females","From 45 to 49 years","Number","349,600",""
"2011","Austria","Females","From 50 to 54 years","Number","306,704",""
"2011","Austria","Females","From 55 to 59 years","Number","255,710",""
"2011","Austria","Females","From 60 to 64 years","Number","244,484",""
"2011","Austria","Females","From 65 to 69 years","Number","224,142",""
"2011","Austria","Females","From 70 to 74 years","Number","207,542",""
"2011","Austria","Females","From 75 to 79 years","Number","153,176",""
"2011","Austria","Females","75 years or over","Number","430,730",""
"2011","Austria","Females","From 80 to 84 years","Number","136,363",""
"2011","Austria","Females","80 years or over","Number","277,554",""
"2011","Poland","Total","From 20 to 24 years","Number","2,804,633",""
"2011","Poland","Total","From 25 to 29 years","Number","3,171,110",""
"2011","Poland","Total","From 30 to 34 years","Number","3,048,517",""
"2011","Poland","Total","From 35 to 39 years","Number","2,712,128",""
"2011","Poland","Total","From 40 to 44 years","Number","2,338,299",""
"2011","Poland","Total","From 45 to 49 years","Number","2,441,030",""
"2011","Poland","Total","From 50 to 54 years","Number","2,928,231",""
"2011","Poland","Total","From 55 to 59 years","Number","2,876,908",""
"2011","Poland","Total","From 60 to 64 years","Number","2,344,534",""
